movie_id,movie_title,id_id,name_name
30998,The Confession,23034,El Dorado Pictures
43363,Lovely to Look At,8411,Metro-Goldwyn-Mayer (MGM)
51389,Excuse My Dust,8411,Metro-Goldwyn-Mayer (MGM)
249264,Watch the Birdie,8411,Metro-Goldwyn-Mayer (MGM)
16016,Journey to Saturn,235,Nordisk Film
16016,Journey to Saturn,3922,A. Film
16016,Journey to Saturn,13210,ntc
102780,Byzantium,5267,Irish Film Board
102780,Byzantium,9987,Lipsync Productions
102780,Byzantium,11752,Number 9 Films
102780,Byzantium,13241,Demarest Films
102780,Byzantium,16486,Parallel Film Productions
102780,Byzantium,20782,WestEnd Films
112136,Buzzkill,52473,Buzz Kill
119431,Halo 4: Forward Unto Dawn,48856,343 Industries
119431,Halo 4: Forward Unto Dawn,57426,Microsoft Studios
119431,Halo 4: Forward Unto Dawn,57427,Laskey Productions
85446,Step Up Revolution,491,Summit Entertainment
89702,The Yellow Cab Man,8411,Metro-Goldwyn-Mayer (MGM)
62069,Four More Years,17513,Film i Väst
62069,Four More Years,17537,Anagram Produktion
70584,Hellraiser: Revelations,2811,Neo Art & Logic
70584,Hellraiser: Revelations,7405,Dimension Films
70584,Hellraiser: Revelations,7619,Dimension Extreme
70584,Hellraiser: Revelations,15345,Puzzlebox Films
135313,Welcome to Sherwood! The Story of 'The Adventures of Robin Hood',10915,Turner Classic Movies (TCM)
135313,Welcome to Sherwood! The Story of 'The Adventures of Robin Hood',10916,Kurtti-Pellerin
24409,Nightmare Man,4359,Paradigm Pictures
62720,Cry Wolf,6194,Warner Bros.
62720,Cry Wolf,15844,Thomson Productions
75204,Imaginaerum,14551,Capelight Pictures
75204,Imaginaerum,14552,Al!ve AG
48161,Hold Up,5241,Film Fund FUZZ
82781,Our Town,3412,Line by Line Productions
144784,Bed of Roses,6,RKO Radio Pictures
38716,Rebecca of Sunnybrook Farm,306,Twentieth Century Fox Film Corporation
130002,Mark Twain,10722,Florentine Films
130002,Mark Twain,10725,WETA
53778,DMT: The Spirit Molecule,92539,Synthetic Pictures
53778,DMT: The Spirit Molecule,92540,Spectral Alchemy
80440,A Burning Hot Summer,856,Wild Bunch
80440,A Burning Hot Summer,2700,Rectangle Productions
80440,A Burning Hot Summer,41208,Faro Film (II)
185934,A Kiss for Corliss,21254,Strand Productions
229610,Adventure in Baltimore,6,RKO Radio Pictures
18666,New Fist of Fury,8039,Lo Wei Motion Picture Company
40829,Shaolin Wooden Men,8039,Lo Wei Motion Picture Company
40829,Shaolin Wooden Men,44263,Toei Central Films
46114,The 36 Crazy Fists,74023,United Enterprise (H.K.) Corp.
4311,The Sleeping Car Murder,1650,PECF
33360,Let's Not Get Angry,7961,Gaumont International
10792,Hothead,9,Gaumont
10792,Hothead,6849,Société Française de Production (SFP)
70863,Poolboy - Drowning Out the Fury,7537,Darknight Pictures
82708,The Poll Diaries,124,Südwestrundfunk
82708,The Poll Diaries,608,Dor Film Produktionsgesellschaft GmbH
82708,The Poll Diaries,986,Degeto Film
82708,The Poll Diaries,2067,RBB
82708,The Poll Diaries,4349,Amrion
82708,The Poll Diaries,11237,ZDF/Arte
143800,Aftermath,12793,Topkapi Film
143800,Aftermath,13869,Apple Film Productions
140420,Paperman,2,Walt Disney Pictures
140420,Paperman,6125,Walt Disney Animation Studios
18758,To Kill with Intrigue,8039,Lo Wei Motion Picture Company
18735,Magnificent Bodyguards,8039,Lo Wei Motion Picture Company
19274,Fearless Hyena,18674,Lung Cheung Company Limited
46124,Dragon Fist,8039,Lo Wei Motion Picture Company
18867,Half a Loaf of Kung Fu,8039,Lo Wei Motion Picture Company
220106,We Should Not Exist,6301,CinéCinéma
220106,We Should Not Exist,15262,HPG Production
220106,We Should Not Exist,70998,game productions
26152,Erreur de la banque en votre faveur,856,Wild Bunch
26152,Erreur de la banque en votre faveur,3823,TF1 Films Production
26152,Erreur de la banque en votre faveur,22761,Produire à Paris
26152,Erreur de la banque en votre faveur,22763,Télégraphe
13679,Kirikou and the Wild Beasts,6973,Les Armateurs
13679,Kirikou and the Wild Beasts,7453,Armada Films
232005,Jude the Obscure,3324,British Broadcasting Corporation (BBC)
94380,Bad Ass,25197,Amber Lamps
49522,Nativity!,288,BBC Films
49522,Nativity!,2310,Screen West Midlands
49522,Nativity!,50246,Mirrorball Films
125504,A Christmas Story 2,3546,Hollywood Media Bridge
125504,A Christmas Story 2,4811,Warner Premiere
125504,A Christmas Story 2,27832,Telvan Productions
125504,A Christmas Story 2,52332,Digital Diva Films Canada
38425,Fantasy Mission Force,18675,Cheung Ming Film
18741,Fearless Hyena Part II,6379,Golden Harvest Company Ltd.
18741,Fearless Hyena Part II,8039,Lo Wei Motion Picture Company
91333,Recoil,7587,NGN Productions
91333,Recoil,11045,"Nasser Group, North"
91333,Recoil,11049,Caliber Media Company
98545,"Peace, Love & Misunderstanding",17619,Atlas Film
152795,The Congress,254,Pandora Filmproduktion
152795,The Congress,3984,Entre Chien et Loup
152795,The Congress,6477,Opus Film
152795,The Congress,17931,Bridgit Folman Film Gang
152795,The Congress,19437,Paul Thiltges Distributions
152795,The Congress,60111,Liverpool
294261,Fever,3268,Home Box Office (HBO)
139325,Made in Mexico,77322,El Mall
112336,Hitchcock,43,Fox Searchlight Pictures
112336,Hitchcock,290,Ingenious Media
112336,Hitchcock,444,Dune Entertainment
112336,Hitchcock,2363,Cold Spring Pictures
112336,Hitchcock,2364,The Montecito Picture Company
112336,Hitchcock,10893,Big Screen Productions
112336,Hitchcock,18713,Prana Studios
96821,Caesar Must Die,44431,Kaos Cinematografica
93289,Now Where Did the Seventh Company Get to?,7961,Gaumont International
93289,Now Where Did the Seventh Company Get to?,77870,alain poire
83389,From Up on Poppy Hill,10342,Studio Ghibli
83389,From Up on Poppy Hill,11726,The Yomiuri Shimbun
83389,From Up on Poppy Hill,11846,Hakuhodo DY Media Partners
83389,From Up on Poppy Hill,11847,Mitsubishi
83389,From Up on Poppy Hill,11848,KDDI Corporation
83389,From Up on Poppy Hill,11849,Lawson
83389,From Up on Poppy Hill,32853,Gkids
71883,Redline,4288,Madhouse
71883,Redline,12387,Tohokushinsha Film
259292,Honeymoon,6,RKO Radio Pictures
259292,Honeymoon,50226,William Keighley Productions
43157,Just Around the Corner,306,Twentieth Century Fox Film Corporation
97598,Kathleen,8411,Metro-Goldwyn-Mayer (MGM)
55615,Burn Up!,12081,AIC
61591,Welcome to the Space Show,2883,Aniplex
61591,Welcome to the Space Show,6452,Dentsu
61591,Welcome to the Space Show,13113,A-1 Pictures
25539,Winners & Sinners,2521,Golden Harvest Company
44594,Barry Munday,8820,Prospect Pictures
44594,Barry Munday,8871,Corner Store Entertainment
44594,Barry Munday,9038,Far Hills Pictures
44594,Barry Munday,9039,Stick 'N' Stone Productions
135225,Purge,6162,Taska Film
135225,Purge,6339,Solar Films inc.
85525,The Day He Arrives,17387,Jeonwonsa Film
10044,My Lucky Stars,2521,Golden Harvest Company
10044,My Lucky Stars,3054,Golden Way Films Ltd.
18707,"Twinkle, Twinkle, Lucky Stars",2521,Golden Harvest Company
18707,"Twinkle, Twinkle, Lucky Stars",3055,Paragon Films Ltd.
18707,"Twinkle, Twinkle, Lucky Stars",37065,Bojon Films Company Ltd.
125409,Kiss and Tell,6197,London Weekend Television (LWT)
125409,Kiss and Tell,11858,A&E Television Networks
81850,Space Adventure Cobra,2918,Shueisha
81850,Space Adventure Cobra,9155,Tokyo Movie Shinsha (TMS)
34280,L'aventure c'est l'aventure,64,Les Productions Artistes Associés
34280,L'aventure c'est l'aventure,1742,Les Films 13
34280,L'aventure c'est l'aventure,7110,Les Films Ariane
34280,L'aventure c'est l'aventure,7508,Produzioni Europee Associati (PEA)
146405,A Season for Miracles,15108,Hallmark
76349,1911,15071,Variance Films
36960,Memory,2873,Echo Bridge Entertainment
36960,Memory,63457,3210 Films
36960,Memory,63458,Badalucco Productions
37032,Martial Arts of Shaolin,5798,Shaw Brothers
81179,Snowmageddon,11295,Snow Globe Productions
147829,Stand Up and Fight,8411,Metro-Goldwyn-Mayer (MGM)
88284,Barbara,138,Schramm Film Koerner & Weber
88284,Barbara,4606,Zweites Deutsches Fernsehen (ZDF)
88284,Barbara,5766,ARTE
38769,Little Miss Broadway,306,Twentieth Century Fox Film Corporation
200447,Miss Annie Rooney,60,United Artists
200447,Miss Annie Rooney,13479,Edward Small Productions
77012,Mr. Belvedere Goes to College,306,Twentieth Century Fox Film Corporation
49051,The Hobbit: An Unexpected Journey,11,WingNut Films
49051,The Hobbit: An Unexpected Journey,12,New Line Cinema
49051,The Hobbit: An Unexpected Journey,174,Warner Bros. Pictures
49051,The Hobbit: An Unexpected Journey,8411,Metro-Goldwyn-Mayer (MGM)
35038,Dragon Fight,13391,Grand March Movie Production Company Ltd.
20811,The Master,3618,Film Workshop
20811,The Master,39985,Golden Harvest Productions
10852,Kung Fu Cult Master,2521,Golden Harvest Company
127916,The Fitzgerald Family Christmas,60919,Marlboro Road Gang Productions
87504,Hyde Park on Hudson,4793,Daybreak Pictures
87504,Hyde Park on Hudson,39509,Free Range Films
84305,Lay the Favorite,1785,Likely Story
84305,Lay the Favorite,7262,Random Films
84305,Lay the Favorite,10146,Focus Features
48599,Audition/Talent Competition,1931,Filmové Studio Barrandov
18725,The Enforcer,7405,Dimension Films
10620,Once Upon a Time in China and America,3029,China Star Entertainment
10620,Once Upon a Time in China and America,32841,Win's Entertainment Ltd.
10616,Contract Killer,3029,China Star Entertainment
10616,Contract Killer,32841,Win's Entertainment Ltd.
10616,Contract Killer,51973,Flea Market
411432,The Executor,44646,"Golden Tripod Film Co., Hong Kong"
40004,Never Say... Never!,2902,SND
40004,Never Say... Never!,3823,TF1 Films Production
40004,Never Say... Never!,6586,TPS Star
63481,Calmos,82,Renn Productions
63481,Calmos,461,Les Films Christian Fechner
63481,Calmos,1869,AMLF
40722,How to Make Love to a Woman,69704,I Lied About Everything Picture
40722,How to Make Love to a Woman,69705,How To Productions
80717,Violeta Went to Heaven,6458,Instituto Nacional de Cine y Artes Audiovisuales (INCAA)
80717,Violeta Went to Heaven,16657,Agência Nacional do Cinema (ANCINE)
80717,Violeta Went to Heaven,21545,Wood Producciones S.A.
80717,Violeta Went to Heaven,86975,Maíz Producciones
76609,Rebellion,83,France 2 Cinéma
76609,Rebellion,1475,UGC Images
76609,Rebellion,2577,Studio 37
76609,Rebellion,4176,Nord-Ouest Productions
8941,Versailles,309,Angoa-Agicoa
8941,Versailles,311,Procirep
8941,Versailles,5358,Canal+
8941,Versailles,6301,CinéCinéma
8941,Versailles,11246,Région Ile-de-France
8941,Versailles,12034,Cinémage 2
8941,Versailles,12389,Les Films Pelléas
8941,Versailles,18367,Centre National de la Cinématographie (CNC)
8941,Versailles,21972,Media Programme of the European Community
8941,Versailles,65064,La Banque postale Image
117629,Yossi,15,Lama Films
117629,Yossi,16,United King Films
76800,The Last Rites of Joe May,7987,"Last Rites of Joe May, The"
76800,The Last Rites of Joe May,7988,Steppenwolf Films
147590,100 Ways to Murder Your Wife,49986,Go Go Film Productions
138357,The Prodigal,8411,Metro-Goldwyn-Mayer (MGM)
65515,The Eleventh Hour,9074,Mainstay Productions
65515,The Eleventh Hour,91146,Matthew Reese Films
127501,Barfi,2320,UTV Motion Pictures
97630,Zero Dark Thirty,5,Columbia Pictures
97630,Zero Dark Thirty,13184,Annapurna Pictures
97630,Zero Dark Thirty,20344,First Light Production
97989,Neighboring Sounds,9171,CinemaScópio
84185,Chasing Ice,4183,Diamond Docs
84185,Chasing Ice,25845,Exposure
125490,Antiviral,2514,Alliance Films
125490,Antiviral,7320,Telefilm Canada
125490,Antiviral,7799,TF1 International
160,The Arrival of a Train at La Ciotat,11793,Lumière
37653,The Three Brothers,82,Renn Productions
37653,The Three Brothers,603,Prima Films
37653,The Three Brothers,5358,Canal+
26656,Ghost Machine,5820,Generator Entertainment
121147,Freeloaders,2773,Broken Lizard Industries
121147,Freeloaders,28309,ATG Productions
121147,Freeloaders,28311,Matthew Pritzker Films
84636,The Immortal Story,1416,Albina Productions S.a.r.l.
84636,The Immortal Story,10621,Office de Radiodiffusion Télévision Française (ORTF)
122336,The Woodsman and the Rain,2073,Kadokawa Pictures
139567,Fire with Fire,376,Industry Entertainment
139567,Fire with Fire,3604,Grindstone Entertainment Group
139567,Fire with Fire,5830,Cheetah Vision
139567,Fire with Fire,6667,Mandalay Vision
139567,Fire with Fire,6819,Paradox Entertainment
139567,Fire with Fire,10405,Emmett/Furla Films
139567,Fire with Fire,31832,Envision Entertainment
139567,Fire with Fire,46961,Knightsbridge Entertainment
82654,Warm Bodies,491,Summit Entertainment
16221,Dororo,882,Toho Company
96648,Asylum Blackout,829,Vertigo Entertainment
96648,Asylum Blackout,11773,Artémis Productions
96648,Asylum Blackout,21678,Marquis Productions
38414,Fresh Bait,83,France 2 Cinéma
38414,Fresh Bait,582,Hachette Première
38414,Fresh Bait,1115,M6 Films
38414,Fresh Bait,16772,Little Bear
19099,Frenchmen,208,Bac Films
19099,Frenchmen,5358,Canal+
19099,Frenchmen,11246,Région Ile-de-France
19099,Frenchmen,15671,France 2 Cinéma
83186,Wrong,6929,Realitism
84354,Young & Wild,24459,Fabula
85542,Trishna,163,Revolution Films
85542,Trishna,5056,Head Gear Films
85542,Trishna,6417,Film i Väst
44560,Aftershock,2726,Emperor Motion Pictures
44560,Aftershock,3393,Huayi Brothers
44560,Aftershock,5552,Media Asia Films
44560,Aftershock,14714,China Film Group Corporation (CFGC)
116979,Chained,19456,Envision Media Arts
116979,Chained,52139,RGB Productions
66722,The Goodbye Girl,1957,Warner Bros. Television
66722,The Goodbye Girl,5730,Turner Network Television (TNT)
46280,The Ring Finger,850,Eurimages
46280,The Ring Finger,1905,Integral Film
46280,The Ring Finger,2406,Filmförderung Hamburg
46280,The Ring Finger,3452,Les Films du Veyrier
46280,The Ring Finger,5358,Canal+
46280,The Ring Finger,11246,Région Ile-de-France
46280,The Ring Finger,12000,Tapioca Films
46280,The Ring Finger,18367,Centre National de la Cinématographie (CNC)
46280,The Ring Finger,21153,"Bureau, The"
28733,"Count Yorga, Vampire",14960,Erica Productions Inc.
84187,The Comedy,1360,Glass Eye Pix
84187,The Comedy,20847,Greyshack Films
84187,The Comedy,20848,Rough House Pictures
27116,Bluebeard,6394,Geiselgasteig Film
27116,Bluebeard,6941,Gloria Films
27116,Bluebeard,82532,Barnabe
77875,Playing for Keeps,5802,Evil Twins
77875,Playing for Keeps,8056,Eclectic pictures
77875,Playing for Keeps,10254,Millennium Films
43268,Poor Little Rich Girl,306,Twentieth Century Fox Film Corporation
13471,Skate Or Die,354,Orly Films
13471,Skate Or Die,5358,Canal+
13471,Skate Or Die,6301,CinéCinéma
13471,Skate Or Die,7981,Pathé
13471,Skate Or Die,48215,Source Films
82687,The Guilt Trip,4,Paramount Pictures
82687,The Guilt Trip,6277,Skydance Productions
29722,The Girl on a Motorcycle,8612,Mid-Atlantic Film
29722,The Girl on a Motorcycle,8613,Ares Production
29722,The Girl on a Motorcycle,16670,Société Nouvelle de Cinématographie (SNC)
84333,Save the Date,4306,Instinctive Film
84333,Save the Date,10161,Gilbert Films
84333,Save the Date,71806,Enumerated Pictures
75780,Jack Reacher,4,Paramount Pictures
75780,Jack Reacher,762,Mutual Film Company
75780,Jack Reacher,6277,Skydance Productions
75780,Jack Reacher,21777,TC Productions
68718,Django Unchained,5,Columbia Pictures
68718,Django Unchained,308,The Weinstein Company
89492,This Is 40,10105,Apatow Productions
99106,The Monster,9257,Cine Films
99106,The Monster,9258,Prerna Films
99106,The Monster,9259,Ramsay Productions
41153,I Bought a Vampire Motorcycle,11472,Dirk Productions Ltd.
42532,Willard,5409,Bing Crosby Productions
70410,The Public Woman,21151,Hachette-Fox Productions
64876,Ohyaku: The Female Demon,3790,Toei Tokyo
44470,Ice Cream Man,37356,Doublesteen Productions
44470,Ice Cream Man,37357,David M. Goldstein Productions
94352,Cirque du Soleil: Worlds Away,2787,Reel FX Creative Studios
80278,The Impossible,491,Summit Entertainment
80278,The Impossible,2674,Telecinco Cinema
80278,The Impossible,8111,Apaches Entertainment
80278,The Impossible,9335,Canal+ España
80278,The Impossible,9974,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
80278,The Impossible,18309,Institut Valenciã de Cinematografia (IVAC)
80278,The Impossible,21632,Mediaset España
80278,The Impossible,53490,La Trini
80278,The Impossible,53491,Generalitat Valenciana
86778,A Carol for Another Christmas,3065,American Broadcasting Company (ABC)
82695,Les Misérables,33,Universal Pictures
82695,Les Misérables,7295,Relativity Media
82695,Les Misérables,7923,CAMERON MACKINTOSH
82695,Les Misérables,10163,Working Title Films
39987,Gestapo's Last Orgy,42120,Cine Lu.Ce.
114104,The Bobo,6194,Warner Bros.
114104,The Bobo,14380,Gina Production
87440,Struck by Lightning,455,Permut Presentations
87440,Struck by Lightning,10772,Camellia Entertainment
87440,Struck by Lightning,10773,Evil Media Empire
87440,Struck by Lightning,10774,Inphenate
151870,Minecraft: The Story of Mojang,12493,2 Player Productions
44732,Spring Break Shark Attack,4792,Film Afrika Worldwide
44732,Spring Break Shark Attack,19237,Von Zerneck Sertner Films
16315,Campfire Tales,3176,Campfire LLC
78550,Seven Ways from Sundown,33,Universal Pictures
30587,Aziz Ansari: Intimate Moments for a Sensual Evening,1538,Comedy Central
128270,Not Fade Away,838,Paramount Vantage
121826,Quartet,288,BBC Films
121826,Quartet,13151,Headline Pictures
139455,Silent Night,11517,Buffalo Gal Pictures
139455,Silent Night,18949,Ember Productions
139455,Silent Night,18950,The Genre Co.
63517,The Turn of the Screw,3324,British Broadcasting Corporation (BBC)
14419,"Coluche, l'histoire d'un mec",2908,Mars Distribution
22752,The Reluctant Dragon,6,RKO Radio Pictures
66745,Malibu High,1009,Crown International Pictures
66745,Malibu High,22658,Star Cinema
135390,The Softening of the Egg,6181,Svensk Filmindustri (SF)
135390,The Softening of the Egg,78546,Svenska Ord
65904,Who Wants To Kill Jessie?,1931,Filmové Studio Barrandov
65904,Who Wants To Kill Jessie?,2502,Ceskoslovenský Státní Film
89593,Jerusalem Countdown,6427,Pure Flix Entertainment
46159,Stand Up and Cheer!,5488,Fox Film Corporation
27597,Stowaway,306,Twentieth Century Fox Film Corporation
38727,Susannah of the Mounties,306,Twentieth Century Fox Film Corporation
98232,11 Flowers,17039,WXS Productions
98232,11 Flowers,17040,Chinese Shadows
98232,11 Flowers,17041,Full House
43767,The Willow Tree,73715,Soureh Cinema
43767,The Willow Tree,94930,Majid Majidi Film Production
97051,Would You Rather,4917,Periscope Entertainment
97051,Would You Rather,20319,Social Construct
97051,Would You Rather,23857,Dreamher Productions
97051,Would You Rather,23858,"Lambrick Foundation, The"
31551,Lady Oscar,882,Toho Company
31551,Lady Oscar,4766,Kitty Films
31551,Lady Oscar,6755,Nippon Television Network Corporation (NTV)
31551,Lady Oscar,14365,Shiseido Co. Ltd.
242378,That Hagen Girl,6194,Warner Bros.
118683,Maximum Conviction,3495,Steamroller Productions
118683,Maximum Conviction,10255,Voltage Pictures
98932,The Eye of the Storm,42767,Paper Bark Films Pty. Ltd.
28751,976-Evil II,10399,Cinetel Films
28751,976-Evil II,10937,Grey Matter Entertainment
55952,Xtro 2: The Second Encounter,4992,EGM Film International
55952,Xtro 2: The Second Encounter,10316,British Columbia Film
55952,Xtro 2: The Second Encounter,21258,North American Pictures
55952,Xtro 2: The Second Encounter,37299,Excalibur Pictures
55952,Xtro 2: The Second Encounter,40006,North American Releasing
235271,Addicted,1632,Lionsgate
235271,Addicted,35327,Codeblack Entertainment
50177,Foreign Intrigue,7918,Mandeville
50177,Foreign Intrigue,7919,Sheldon Reynolds Productions
63171,"Glenn, the Flying Robot",15540,Singing Trees Entertainment
95511,Kevin Smith: Burn in Hell,6805,Epix
95511,Kevin Smith: Burn in Hell,7361,Chop Shop Entertainment
95511,Kevin Smith: Burn in Hell,13642,SModcast Pictures
115400,The Woodmans,10943,ITVS
115400,The Woodmans,56436,C. Scott Films
130736,3 Zimmer/Küche/Bad,1479,teamWorx Produktion für Kino und Fernsehen GmbH
44244,Camp Rock 2: The Final Jam,670,Walt Disney Television
44244,Camp Rock 2: The Final Jam,39016,Alan Sacks Productions
41592,StreetDance 3D,288,BBC Films
41592,StreetDance 3D,10393,Vertigo Films
41592,StreetDance 3D,12176,Little Gaddesden Productions
48490,The New Barbarians,13682,Fulvia Film
48490,The New Barbarians,22250,Deaf International
30252,A Midsummer of Love,5293,StellaNova Film
86819,Alois Nebel,6104,UPP
74726,Juan of the Dead,5175,Instituto Cubano del Arte e Industrias Cinematográficos (ICAIC)
74726,Juan of the Dead,6639,Televisión Española (TVE)
74726,Juan of the Dead,6878,Canal Sur Televisión
74726,Juan of the Dead,10139,La Zanfoña Producciones
74726,Juan of the Dead,10140,Producciones de la 5ta Avenida
88042,Parental Guidance,306,Twentieth Century Fox Film Corporation
88042,Parental Guidance,444,Dune Entertainment
88042,Parental Guidance,6332,Dune Entertainment III
88042,Parental Guidance,7076,Chernin Entertainment
88042,Parental Guidance,10221,Walden Media
88042,Parental Guidance,48638,Face Productions
63147,Snow on tha Bluff,19724,Fuzzy Logic Pictures
75761,John Dies at the End,3595,Magnet Releasing
50081,Born to Be Wild,7410,Imax Film Entertainment
41487,Blonde Ice,14868,Martin Mooney Productions
81899,Trek Nation,51670,Roddenberry Entertainment
124067,The Central Park Five,10722,Florentine Films
124067,The Central Park Five,10725,WETA
134597,The Collection,5176,Fortress Features
134597,The Collection,10285,LD Entertainment
86304,All Superheroes Must Die,18818,Grindfest
85549,Las Acacias,59275,AireCine
237983,Just Ask My Children,7483,Hearst Entertainment Productions
237983,Just Ask My Children,16060,Firebrand Productions
27408,Never Too Young to Die,4677,Charter Entertainment
20224,Remember the Daze,810,Persistent Entertainment
20224,Remember the Daze,61371,Mirror Cube Films
106344,Waiting for Lightning,8403,Bandito Brothers
94135,Yesterday's Enemy,1314,Hammer Film Productions
77775,Young People,306,Twentieth Century Fox Film Corporation
57307,L'incruste,5358,Canal+
35436,The Villain,83,France 2 Cinéma
35436,The Villain,694,StudioCanal
35436,The Villain,22261,ADCB Films
35436,The Villain,22262,Euro Média Télévision
112304,Soldiers of Fortune,4030,Jeff Most Productions
112304,Soldiers of Fortune,23319,Globus-film
112304,Soldiers of Fortune,23320,Crombie Film
112304,Soldiers of Fortune,23323,Most/Rice Films
127533,Rurouni Kenshin,6194,Warner Bros.
127533,Rurouni Kenshin,10765,Studio Swan
127533,Rurouni Kenshin,10766,RoC Works Co.
97605,Extracted,5124,New Artists Alliance
4412,Les Misérables,643,Société Nouvelle Pathé Cinéma
4412,Les Misérables,4843,Serena
4412,Les Misérables,7404,P.A.C (Paris)
4412,Les Misérables,12364,Deutsche Film (DEFA)
132654,Les Miserables,306,Twentieth Century Fox Film Corporation
98262,The Big Street,6,RKO Radio Pictures
50021,Cornelis,6417,Film i Väst
50021,Cornelis,6424,Chamdin & Stöhr Filmproduktion
133694,Promised Land,6735,Participant Media
133694,Promised Land,6736,Imagenation Abu Dhabi FZ
133694,Promised Land,10146,Focus Features
133694,Promised Land,29311,Media Farm
133694,Promised Land,29312,Sunday Night
133694,Promised Land,29313,Pearl Street Films
122044,Offender,7352,Gunslinger
122044,Offender,7437,IM Global
122044,Offender,22322,RDT Productions
4910,The Man Who Haunted Himself,1808,Excalibur Films
20513,Dakota Skye,3827,Desert Skye Entertainment
169836,A Demon in My View,1448,Pro-ject Filmproduktion
169836,A Demon in My View,7024,Sender Freies Berlin (SFB)
169836,A Demon in My View,7025,Westdeutscher Rundfunk (WDR)
169836,A Demon in My View,9292,Hessischer Rundfunk (HR)
169836,A Demon in My View,10869,Filmverlag der Autoren
71208,Judas Kiss,328,TLA Releasing
71208,Judas Kiss,7546,Blue Seraph Productions
103516,Private Romeo,5537,Wolfe Releasing
76421,Role/Play,3598,Guest House Films
116613,The Sweeney,10393,Vertigo Films
116613,The Sweeney,10896,Exponential Films
116613,The Sweeney,22789,Embargo Films
118628,English Vinglish,3653,Eros International
38010,Fish Story,3219,Amuse Soft Entertainment
38010,Fish Story,7036,CJ Entertainment
38010,Fish Story,27718,Dub
324173,Comedy Central Roast of Bob Saget,1538,Comedy Central
324173,Comedy Central Roast of Bob Saget,2933,Tenth Planet Productions
36257,Tiny Toon Adventures: How I Spent My Vacation,56,Amblin Entertainment
36257,Tiny Toon Adventures: How I Spent My Vacation,2785,Warner Bros. Animation
87531,The Sea of Grass,8411,Metro-Goldwyn-Mayer (MGM)
102699,The Visitors,35017,Home Free
151826,The Man Who Laughs,1524,DD Productions
151826,The Man Who Laughs,7454,France Télévision
151826,The Man Who Laughs,7827,EuropaCorp.
151826,The Man Who Laughs,15671,France 2 Cinéma
151826,The Man Who Laughs,16804,France 3 Cinema
151826,The Man Who Laughs,18367,Centre National de la Cinématographie (CNC)
151826,The Man Who Laughs,24959,Canal+France
151826,The Man Who Laughs,24960,Ciné
31022,Aftermath,81550,Waken Productions
83215,Fragments of an Alms-Film,18867,Centro Português de Cinema (CPC)
469172,Manuel on the Island of Wonders,8171,Institut National de l'Audiovisuel (INA)
469172,Manuel on the Island of Wonders,8492,Radiotelevisão Portuguesa (RTP)
469172,Manuel on the Island of Wonders,18888,Les Films du Passage
469172,Manuel on the Island of Wonders,19609,Rita Filmes
132923,"Guns, Girls and Gambling",10962,Freefall Films
132923,"Guns, Girls and Gambling",12701,Incognito Pictures
132923,"Guns, Girls and Gambling",12702,Hollywood Sky Entertainment
132923,"Guns, Girls and Gambling",12703,Releaseme Productions
138376,A Dark Truth,8691,Vortex Words Pictures
4171,Odette Toulemonde,866,Pathé Renn Productions
4171,Odette Toulemonde,3823,TF1 Films Production
4171,Odette Toulemonde,4600,Bel Ombre Films
4171,Odette Toulemonde,7466,Radio Télévision Belge Francophone (RTBF)
4171,Odette Toulemonde,22377,Antigone Cinéma
4171,Odette Toulemonde,22378,Les Films de l'Etang
48742,Mein Kampf,585,UFA Filmproduktion GmbH
48742,Mein Kampf,608,Dor Film Produktionsgesellschaft GmbH
48742,Mein Kampf,1747,Schiwago Film
48742,Mein Kampf,2389,Hugo Films
48742,Mein Kampf,8134,3Sat
48742,Mein Kampf,8595,ZDF Productions
115276,Pusher,10393,Vertigo Films
115276,Pusher,22789,Embargo Films
74549,The Shunning,3291,Provident Films
44668,She Had to Say Yes,3245,First National Pictures
44668,She Had to Say Yes,9329,The Vitaphone Corporation
76617,Texas Chainsaw 3D,925,Nu Image Films
76617,Texas Chainsaw 3D,6644,Lions Gate
135200,Ex-Girlfriends,39329,Poe/films
82682,Gangster Squad,79,Village Roadshow Pictures
82682,Gangster Squad,2723,Lin Pictures
82682,Gangster Squad,6194,Warner Bros.
82682,Gangster Squad,8057,Langley Park Production
22066,The Marsh,4038,Marshville Productions
46500,The Warrior and the Sorceress,6086,New Horizon Picture Corp.
87496,The Company You Keep,316,Wildwood Enterprises
87496,The Company You Keep,770,Kingsgate Films
87496,The Company You Keep,1063,Brightlight Pictures
87496,The Company You Keep,6633,Voltage pictures
87496,The Company You Keep,55063,TCYK North Productions
98339,The Samaritan,4186,Quickfire Films
98339,The Samaritan,11875,H2O Motion Pictures
98339,The Samaritan,11876,2262730 Ontario
98339,The Samaritan,11877,Middle Child Films Inc.
68812,The Iceman,1872,Bleiberg Entertainment
68812,The Iceman,10254,Millennium Films
46953,Behind Blue Skies,235,Nordisk Film
46953,Behind Blue Skies,33821,Filmpool Stockholm Mälardalen
46953,Behind Blue Skies,44599,Fladen Film
46953,Behind Blue Skies,44600,Swedish Television
79528,Secrets of the Tribe,119,Danmarks Radio (DR)
79528,Secrets of the Tribe,5975,Yleisradio (YLE)
79528,Secrets of the Tribe,5996,BBC
79528,Secrets of the Tribe,6111,Arte France
